Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Inventory
1,2011-07-29,1352219.79,0,86.83,3.682,215.4834482,7.962,4010534
1,2011-08-05,1624383.75,0,91.65,3.684,215.544618,7.962,4262296
1,2011-08-12,1525147.09,0,90.76,3.638,215.6057878,7.962,3786451
1,2011-08-19,1530761.43,0,89.94,3.554,215.6693107,7.962,3874948
1,2011-08-26,1464693.46,0,87.96,3.523,215.7332258,7.962,4620525
1,2011-09-02,1550229.22,0,87.83,3.533,215.7971409,7.962,4013953
1,2011-09-09,1540471.24,1,76.0,3.546,215.861056,7.962,4055487
1,2011-09-16,1514259.78,0,79.94,3.526,216.0410526,7.962,4669869
1,2011-09-23,1380020.27,0,75.8,3.467,216.3758246,7.962,3780698
1,2011-09-30,1394561.83,0,79.69,3.355,216.7105965,7.962,3929830
1,2011-10-07,1630989.95,0,69.31,3.285,217.0453684,7.866,4384817
1,2011-10-14,1493525.93,0,71.74,3.274,217.3552733,7.866,4066421
1,2011-10-21,1502562.78,0,63.71,3.353,217.5159762,7.866,4151869
1,2011-10-28,1445249.09,0,66.57,3.372,217.6766791,7.866,4412756
1,2011-11-04,1697229.58,0,54.98,3.332,217.837382,7.866,4176065
1,2011-11-11,1594938.89,0,59.11,3.297,217.9980849,7.866,4376543
1,2011-11-18,1539483.7,0,62.25,3.308,218.2205088,7.866,4454233
1,2011-11-25,2033320.66,1,60.14,3.236,218.4676211,7.866,4864780
1,2011-12-02,1584083.95,0,48.91,3.172,218.7147333,7.866,4753289
1,2011-12-09,1799682.38,0,43.93,3.158,218.9618456,7.866,4421738
1,2011-12-16,1881176.67,0,51.63,3.159,219.1794533,7.866,4830181
1,2011-12-23,2270188.99,0,47.96,3.112,219.3577216,7.866,4828916
1,2011-12-30,1497462.72,1,44.55,3.129,219.5359898,7.866,5157101
1,2012-01-06,1550369.92,0,49.01,3.157,219.7142581,7.348,5175397
1,2012-01-13,1459601.17,0,48.53,3.261,219.8925263,7.348,4927603
1,2012-01-20,1394393.84,0,54.11,3.268,219.9856893,7.348,3748532
1,2012-01-27,1319325.59,0,54.26,3.29,220.0788523,7.348,4109337
1,2012-02-03,1636339.65,0,56.55,3.36,220.1720153,7.348,3864242
1,2012-02-10,1802477.43,1,48.02,3.409,220.2651783,7.348,3969593
1,2012-02-17,1819870.0,0,45.32,3.51,220.4257586,7.348,4474506
1,2012-02-24,1539387.83,0,57.25,3.555,220.636902,7.348,4799154
1,2012-03-02,1688420.76,0,60.96,3.63,220.8480454,7.348,4989514
1,2012-03-09,1675431.16,0,58.76,3.669,221.0591887,7.348,5138526
1,2012-03-16,1677472.78,0,64.74,3.734,221.2118132,7.348,4911901
1,2012-03-23,1511068.07,0,65.93,3.787,221.2864126,7.348,4658415
1,2012-03-30,1649604.63,0,67.61,3.845,221.3610119,7.348,4869267
1,2012-04-06,1899676.88,0,70.43,3.891,221.4356112,7.143,5034952
1,2012-04-13,1621031.7,0,69.07,3.891,221.5102105,7.143,5117007
1,2012-04-20,1521577.87,0,66.76,3.877,221.5640737,7.143,4621704
1,2012-04-27,1468928.37,0,67.23,3.814,221.6179368,7.143,4682908
1,2012-05-04,1684519.99,0,75.55,3.749,221.6718,7.143,3972732
1,2012-05-11,1611096.05,0,73.77,3.688,221.7256632,7.143,4219322
1,2012-05-18,1595901.87,0,70.33,3.63,221.742674,7.143,4227842
1,2012-05-25,1555444.55,0,77.22,3.561,221.744944,7.143,4850486
1,2012-06-01,1624477.58,0,77.95,3.501,221.7472139,7.143,4370609
1,2012-06-08,1697230.96,0,78.3,3.452,221.7494839,7.143,4738337
1,2012-06-15,1630607.0,0,79.35,3.393,221.7626421,7.143,4725583
1,2012-06-22,1527845.81,0,78.39,3.346,221.8030211,7.143,4789606
1,2012-06-29,1540421.49,0,84.88,3.286,221.8434,7.143,4862410
1,2012-07-06,1769854.16,0,81.57,3.227,221.8837789,6.908,4088606
1,2012-07-13,1527014.04,0,77.12,3.256,221.9241579,6.908,4881519
1,2012-07-20,1497954.76,0,80.42,3.311,221.9327267,6.908,4409085
1,2012-07-27,1439123.71,0,82.66,3.407,221.9412954,6.908,4469264
1,2012-08-03,1631135.79,0,86.11,3.417,221.9498642,6.908,4380367
1,2012-08-10,1592409.97,0,85.05,3.494,221.9584329,6.908,4711614
1,2012-08-17,1597868.05,0,84.85,3.571,222.0384109,6.908,4557263
1,2012-08-24,1494122.38,0,77.66,3.62,222.1719457,6.908,4607975
1,2012-08-31,1582083.4,0,80.49,3.638,222.3054805,6.908,4471711
1,2012-09-07,1661767.33,1,83.96,3.73,222.4390153,6.908,4630804
1,2012-09-14,1517428.87,0,74.97,3.717,222.5820193,6.908,4129796
1,2012-09-21,1506126.06,0,69.87,3.721,222.7818386,6.908,4651833
1,2012-09-28,1437059.26,0,76.08,3.666,222.9816579,6.908,4076503
1,2012-10-05,1670785.97,0,68.55,3.617,223.1814772,6.573,3876586
1,2012-10-12,1573072.81,0,62.99,3.601,223.3812965,6.573,4301095
1,2012-10-19,1508068.77,0,67.97,3.594,223.4257233,6.573,4359270
1,2012-10-26,1493659.74,0,69.16,3.506,223.4442513,6.573,4416073
2,2010-02-05,2136989.46,0,40.19,2.572,210.7526053,8.324,6028608
2,2010-02-12,2137809.5,1,38.49,2.548,210.8979935,8.324,5967473
2,2010-02-19,2124451.54,0,39.69,2.514,210.9451605,8.324,6526263
2,2010-02-26,1865097.27,0,46.1,2.561,210.9759573,8.324,5886623
2,2010-03-05,1991013.13,0,47.17,2.625,211.0067542,8.324,5890900
2,2010-03-12,1990483.78,0,57.56,2.667,211.037551,8.324,5325218
2,2010-03-19,1946070.88,0,54.52,2.72,210.8733316,8.324,5405491
2,2010-03-26,1750197.81,0,51.26,2.732,210.6766095,8.324,5153010
2,2010-04-02,2066187.72,0,63.27,2.719,210.4798874,8.2,5079699
2,2010-04-09,1954689.21,0,65.41,2.77,210.2831653,8.2,5611265
2,2010-04-16,1874957.94,0,68.07,2.808,210.1495463,8.2,4905833
2,2010-04-23,1821990.93,0,65.11,2.795,210.1000648,8.2,4941139
2,2010-04-30,1802450.29,0,66.98,2.78,210.0505833,8.2,4821092
2,2010-05-07,2042581.71,0,71.28,2.835,210.0011018,8.2,5012641
2,2010-05-14,1880752.36,0,73.31,2.854,209.9984585,8.2,5738930
2,2010-05-21,1896937.1,0,74.83,2.826,210.2768443,8.2,5484249
2,2010-05-28,1957113.89,0,81.13,2.759,210.5552301,8.2,5282344
2,2010-06-04,2102539.93,0,81.81,2.705,210.833616,8.2,5684703
2,2010-06-11,2025538.76,0,83.4,2.668,211.1120018,8.2,5551156
2,2010-06-18,2001636.96,0,85.81,2.637,211.1096543,8.2,5491309
2,2010-06-25,1939927.09,0,86.26,2.653,210.9950134,8.2,5757965
2,2010-07-02,2003940.64,0,82.74,2.669,210.8803726,8.099,5478756
2,2010-07-09,1880902.62,0,82.59,2.642,210.7657317,8.099,5053927
2,2010-07-16,1845879.79,0,85.32,2.623,210.7577954,8.099,5488426
2,2010-07-23,1781717.71,0,87.66,2.608,210.8921319,8.099,5007239
2,2010-07-30,1804246.16,0,83.49,2.64,211.0264684,8.099,4707074
2,2010-08-06,1991909.98,0,89.53,2.627,211.1608049,8.099,5562373
2,2010-08-13,1895601.05,0,89.05,2.692,211.2951413,8.099,5071299
2,2010-08-20,1964335.23,0,88.7,2.664,211.2596586,8.099,5061056
2,2010-08-27,1863840.49,0,87.12,2.619,211.2241759,8.099,5796247
2,2010-09-03,1904608.09,0,81.83,2.577,211.1886931,8.099,5530900
2,2010-09-10,1839128.83,1,79.09,2.565,211.1532104,8.099,5179938
2,2010-09-17,1793903.6,0,82.05,2.582,211.1806415,8.099,4681877
2,2010-09-24,1724557.22,0,81.79,2.624,211.2552578,8.099,5358456
2,2010-10-01,1827440.43,0,69.24,2.603,211.3298742,8.163,4657294
2,2010-10-08,1849921.44,0,63.19,2.633,211.4044906,8.163,4601475
2,2010-10-15,1794355.49,0,65.8,2.72,211.4713286,8.163,4627500
2,2010-10-22,1737947.64,0,68.5,2.725,211.5187208,8.163,4893736
2,2010-10-29,1802755.11,0,66.24,2.716,211.5661131,8.163,5382933
2,2010-11-05,1939061.41,0,57.85,2.689,211.6135053,8.163,4894679
2,2010-11-12,1916812.74,0,59.69,2.728,211.6608975,8.163,5050967
2,2010-11-19,1956739.17,0,50.81,2.771,211.5470304,8.163,5286399
2,2010-11-26,2658725.29,1,62.98,2.735,211.4062867,8.163,5712149
2,2010-12-03,2015781.27,0,49.33,2.708,211.265543,8.163,6071066
2,2010-12-10,2378726.55,0,45.5,2.843,211.1247993,8.163,6717167
2,2010-12-17,2609166.75,0,47.55,2.869,211.0645458,8.163,6530283
2,2010-12-24,3436007.68,0,49.97,2.886,211.0646599,8.163,7297538
2,2010-12-31,1750434.55,1,47.3,2.943,211.064774,8.163,7507687
2,2011-01-07,1758050.79,0,44.69,2.976,211.0648881,8.028,6065587
2,2011-01-14,1744193.58,0,33.02,2.983,211.1176713,8.028,6631824
2,2011-01-21,1751384.9,0,41.4,3.016,211.4864691,8.028,4973711
2,2011-01-28,1695371.68,0,42.83,3.01,211.8552668,8.028,4459997
2,2011-02-04,1929346.23,0,38.25,2.989,212.2240646,8.028,4648351
2,2011-02-11,2168041.61,1,33.19,3.022,212.5928624,8.028,5186552
2,2011-02-18,2080884.82,0,57.83,3.045,212.9033115,8.028,5054471
2,2011-02-25,1833511.08,0,60.8,3.065,213.190421,8.028,5721388
2,2011-03-04,1981607.78,0,57.77,3.288,213.4775305,8.028,5468189
2,2011-03-11,1879107.31,0,52.7,3.459,213.7646401,8.028,5677385
2,2011-03-18,1902557.66,0,62.32,3.488,214.0156238,8.028,5503280
2,2011-03-25,1766162.05,0,69.42,3.473,214.2521573,8.028,5026586
2,2011-04-01,1800171.36,0,55.43,3.524,214.4886908,7.931,4993164
2,2011-04-08,1847552.61,0,67.0,3.622,214.7252242,7.931,4954343
2,2011-04-15,1856467.84,0,69.48,3.743,214.9420631,7.931,4994433
2,2011-04-22,1886339.6,0,69.39,3.807,215.1096657,7.931,4937019
2,2011-04-29,1745545.28,0,69.21,3.81,215.2772683,7.931,5028133
2,2011-05-06,1837743.6,0,61.48,3.906,215.4448709,7.931,5368426
2,2011-05-13,1838513.07,0,74.61,3.899,215.6124735,7.931,4790078
2,2011-05-20,1688281.86,0,67.14,3.907,215.3834778,7.931,5380160
2,2011-05-27,1797732.56,0,76.42,3.786,215.1544822,7.931,5456307
2,2011-06-03,1933756.21,0,83.07,3.699,214.9254865,7.931,4637241
2,2011-06-10,1929153.16,0,83.4,3.648,214.6964908,7.931,4662879
2,2011-06-17,1953771.99,0,86.53,3.637,214.6513538,7.931,4953080
2,2011-06-24,1790925.8,0,85.17,3.594,214.7441108,7.931,4993604
2,2011-07-01,1866243.0,0,85.69,3.524,214.8368678,7.852,5092856
2,2011-07-08,1853161.99,0,87.7,3.48,214.9296249,7.852,4877946
2,2011-07-15,1785187.29,0,89.83,3.575,215.0134426,7.852,4743446
2,2011-07-22,1743816.41,0,89.34,3.651,215.0749122,7.852,5359048
2,2011-07-29,1680693.06,0,90.07,3.682,215.1363819,7.852,4720446
2,2011-08-05,1876704.26,0,93.34,3.684,215.1978515,7.852,4871626
2,2011-08-12,1812768.26,0,91.58,3.638,215.2593211,7.852,5380910
2,2011-08-19,1844094.59,0,89.86,3.554,215.3229307,7.852,5268702
2,2011-08-26,1821139.91,0,90.45,3.523,215.386897,7.852,5176105
2,2011-09-02,1809119.7,0,89.64,3.533,215.4508632,7.852,5204882
2,2011-09-09,1748000.65,1,77.97,3.546,215.5148295,7.852,5083608
2,2011-09-16,1691439.52,0,78.85,3.526,215.6944378,7.852,4521142
2,2011-09-23,1669299.78,0,75.58,3.467,216.0282356,7.852,4582486
2,2011-09-30,1650394.44,0,78.14,3.355,216.3620333,7.852,4567067
2,2011-10-07,1837553.43,0,69.92,3.285,216.6958311,7.441,4565118
2,2011-10-14,1743882.19,0,71.67,3.274,217.0048261,7.441,4659486
2,2011-10-21,1834680.25,0,64.53,3.353,217.1650042,7.441,5039786
2,2011-10-28,1769296.25,0,65.87,3.372,217.3251824,7.441,4704732
2,2011-11-04,1959707.9,0,55.53,3.332,217.4853605,7.441,5268357
2,2011-11-11,1920725.15,0,59.33,3.297,217.6455387,7.441,5138166
2,2011-11-18,1902762.5,0,62.01,3.308,217.8670218,7.441,5024364
2,2011-11-25,2614202.3,1,56.36,3.236,218.1130269,7.441,5793537
2,2011-12-02,1954952.0,0,48.74,3.172,218.3590319,7.441,5501365
2,2011-12-09,2290549.32,0,41.76,3.158,218.605037,7.441,5799733
2,2011-12-16,2432736.52,0,50.13,3.159,218.8217928,7.441,6133682
2,2011-12-23,3224369.8,0,46.66,3.112,218.9995495,7.441,7293715
2,2011-12-30,1874226.52,1,44.57,3.129,219.1773063,7.441,6592221
2,2012-01-06,1799520.14,0,46.75,3.157,219.355063,7.057,6901723
2,2012-01-13,1744725.48,0,45.99,3.261,219.5328198,7.057,6035099
2,2012-01-20,1711769.11,0,51.7,3.268,219.6258417,7.057,4630721
2,2012-01-27,1660906.14,0,50.5,3.29,219.7188636,7.057,5034636
2,2012-02-03,1935299.94,0,55.21,3.36,219.8118854,7.057,4799572
2,2012-02-10,2103322.68,1,46.98,3.409,219.9049073,7.057,5342699
2,2012-02-17,2196688.46,0,43.82,3.51,220.0651993,7.057,5352692
2,2012-02-24,1861802.7,0,54.63,3.555,220.275944,7.057,5247551
2,2012-03-02,1952555.66,0,58.79,3.63,220.4866886,7.057,5268397
2,2012-03-09,1937628.26,0,57.11,3.669,220.6974332,7.057,5346477
2,2012-03-16,1976082.13,0,63.68,3.734,220.8498468,7.057,5076080
2,2012-03-23,1790439.16,0,64.01,3.787,220.9244858,7.057,5314985
2,2012-03-30,1857480.84,0,66.83,3.845,220.9991248,7.057,4922497
2,2012-04-06,2129035.91,0,68.43,3.891,221.0737638,6.891,5619204
2,2012-04-13,1935869.1,0,68.08,3.891,221.1484028,6.891,5697952
2,2012-04-20,1847344.45,0,65.69,3.877,221.2021074,6.891,5571346
2,2012-04-27,1764133.09,0,67.2,3.814,221.255812,6.891,5758985
2,2012-05-04,1923957.09,0,76.73,3.749,221.3095166,6.891,4746339
2,2012-05-11,1917520.99,0,73.87,3.688,221.3632212,6.891,5675933
2,2012-05-18,2000940.67,0,71.27,3.63,221.380331,6.891,5749247
2,2012-05-25,1912791.09,0,78.19,3.561,221.3828029,6.891,4944323
2,2012-06-01,1910092.37,0,78.38,3.501,221.3852748,6.891,5237480
2,2012-06-08,2010216.49,0,78.69,3.452,221.3877467,6.891,5015406
2,2012-06-15,1962924.3,0,80.56,3.393,221.4009901,6.891,4939801
2,2012-06-22,1887733.21,0,81.04,3.346,221.4411622,6.891,4901964
2,2012-06-29,1881046.12,0,86.32,3.286,221.4813343,6.891,4917563
2,2012-07-06,2041507.4,0,84.2,3.227,221.5215064,6.565,5462204
2,2012-07-13,1830075.13,0,80.17,3.256,221.5616784,6.565,5630561
2,2012-07-20,1819666.46,0,83.23,3.311,221.5701123,6.565,5129911
2,2012-07-27,1757923.88,0,86.37,3.407,221.5785461,6.565,4875022
2,2012-08-03,1946104.64,0,90.22,3.417,221.5869799,6.565,4992428
2,2012-08-10,1866719.96,0,88.55,3.494,221.5954138,6.565,4908060
2,2012-08-17,1928016.01,0,84.79,3.571,221.6751459,6.565,4986117
2,2012-08-24,1876788.15,0,76.91,3.62,221.8083518,6.565,4840964
2,2012-08-31,1947083.3,0,82.64,3.638,221.9415576,6.565,5176530
2,2012-09-07,1898777.07,1,87.65,3.73,222.0747635,6.565,5240074
2,2012-09-14,1814806.63,0,75.88,3.717,222.2174395,6.565,5154031
2,2012-09-21,1829415.67,0,71.09,3.721,222.4169362,6.565,5566797
2,2012-09-28,1746470.56,0,79.45,3.666,222.6164329,6.565,4996395
2,2012-10-05,1998321.04,0,70.27,3.617,222.8159296,6.17,4726050
2,2012-10-12,1900745.13,0,60.97,3.601,223.0154263,6.17,5080033
2,2012-10-19,1847990.41,0,68.08,3.594,223.0598077,6.17,5106575
2,2012-10-26,1834458.35,0,69.79,3.506,223.0783366,6.17,5393559
3,2010-02-05,461622.22,0,45.71,2.572,214.4248812,7.368,1391569
3,2010-02-12,420728.96,1,47.93,2.548,214.5747916,7.368,1282898
3,2010-02-19,421642.19,0,47.07,2.514,214.6198868,7.368,1135743
3,2010-02-26,407204.86,0,52.05,2.561,214.6475127,7.368,1198083
3,2010-03-05,415202.04,0,53.04,2.625,214.6751386,7.368,1220558
3,2010-03-12,384200.69,0,63.08,2.667,214.7027646,7.368,1217444
3,2010-03-19,375328.59,0,60.42,2.72,214.5301219,7.368,1140060
3,2010-03-26,359949.27,0,57.06,2.732,214.3241011,7.368,1090977
3,2010-04-02,423294.4,0,65.56,2.719,214.1180803,7.343,1160104
3,2010-04-09,415870.28,0,68.0,2.77,213.9120595,7.343,1109856
3,2010-04-16,354993.26,0,66.98,2.808,213.7726889,7.343,1070461
3,2010-04-23,339976.65,0,67.87,2.795,213.7221852,7.343,1092279
3,2010-04-30,361248.39,0,70.24,2.78,213.6716815,7.343,986152
3,2010-05-07,399323.86,0,73.47,2.835,213.6211778,7.343,1048574
3,2010-05-14,384357.94,0,77.18,2.854,213.6196139,7.343,1016068
3,2010-05-21,343763.17,0,75.81,2.826,213.9116886,7.343,1014992
3,2010-05-28,350089.23,0,78.6,2.759,214.2037634,7.343,1054402
3,2010-06-04,396968.8,0,78.53,2.705,214.4958382,7.343,1127328
3,2010-06-11,355017.09,0,82.1,2.668,214.787913,7.343,980599
3,2010-06-18,364076.85,0,83.52,2.637,214.7858259,7.343,975909
3,2010-06-25,357346.48,0,83.79,2.653,214.6660741,7.343,1071290
3,2010-07-02,381151.72,0,82.2,2.669,214.5463222,7.346,1020034
3,2010-07-09,349214.18,0,81.75,2.642,214.4265704,7.346,942035
3,2010-07-16,352728.78,0,84.32,2.623,214.4176476,7.346,989211
3,2010-07-23,352864.49,0,83.32,2.608,214.5564968,7.346,918686
3,2010-07-30,347955.05,0,82.04,2.64,214.695346,7.346,1011176
3,2010-08-06,402635.76,0,85.13,2.627,214.8341952,7.346,954494
3,2010-08-13,339597.38,0,86.74,2.692,214.9730444,7.346,980006
3,2010-08-20,351728.21,0,88.02,2.664,214.9314191,7.346,967505
3,2010-08-27,362134.09,0,86.15,2.619,214.8897938,7.346,942198
3,2010-09-03,366473.97,0,84.16,2.577,214.8481685,7.346,946088
3,2010-09-10,352260.97,1,80.84,2.565,214.8065431,7.346,1102620
3,2010-09-17,363064.64,0,82.36,2.582,214.8322484,7.346,1012545
3,2010-09-24,355626.87,0,76.9,2.624,214.9084516,7.346,1028755
3,2010-10-01,358784.1,0,73.6,2.603,214.9846548,7.564,1049693
3,2010-10-08,395107.35,0,66.99,2.633,215.060858,7.564,1128659
3,2010-10-15,345584.39,0,69.71,2.72,215.1293114,7.564,1066879
3,2010-10-22,348895.98,0,71.64,2.725,215.17839,7.564,913921
3,2010-10-29,348591.74,0,72.04,2.716,215.2274686,7.564,965515
3,2010-11-05,423175.56,0,62.94,2.689,215.2765472,7.564,1014518
3,2010-11-12,386635.03,0,62.79,2.728,215.3256258,7.564,1040866
3,2010-11-19,372545.32,0,57.72,2.771,215.2074519,7.564,1082233
3,2010-11-26,565567.84,1,68.71,2.735,215.0614025,7.564,1102392
3,2010-12-03,476420.77,0,53.76,2.708,214.9153531,7.564,1383177
3,2010-12-10,467642.03,0,51.13,2.843,214.7693037,7.564,1432741
3,2010-12-17,498159.39,0,52.2,2.869,214.704919,7.564,1415879
3,2010-12-24,605990.41,0,57.16,2.886,214.7017828,7.564,1518862
3,2010-12-31,382677.76,1,53.2,2.943,214.6986466,7.564,1500897
3,2011-01-07,378241.34,0,53.35,2.976,214.6955104,7.551,1258811
3,2011-01-14,381061.1,0,44.76,2.983,214.7470729,7.551,1104120
3,2011-01-21,350876.7,0,50.74,3.016,215.1268275,7.551,1022681
3,2011-01-28,364866.24,0,48.71,3.01,215.5065821,7.551,1017055
3,2011-02-04,438516.53,0,45.95,2.989,215.8863367,7.551,1064134
3,2011-02-11,430526.21,1,43.57,3.022,216.2660913,7.551,1132299
3,2011-02-18,432782.1,0,61.58,3.045,216.5843571,7.551,1076808
3,2011-02-25,397211.19,0,67.4,3.065,216.8780275,7.551,1282695
3,2011-03-04,437084.51,0,65.11,3.288,217.1716979,7.551,1262755
3,2011-03-11,404753.3,0,61.29,3.459,217.4653683,7.551,1142345
3,2011-03-18,392109.51,0,69.47,3.488,217.7235226,7.551,1067148
3,2011-03-25,380683.67,0,72.94,3.473,217.9674705,7.551,1168103
3,2011-04-01,374556.08,0,68.76,3.524,218.2114184,7.574,996259
3,2011-04-08,384075.31,0,72.55,3.622,218.4553663,7.574,1024112
3,2011-04-15,366250.69,0,75.88,3.743,218.6788642,7.574,1141676
3,2011-04-22,391860.04,0,76.91,3.807,218.851237,7.574,1110336
3,2011-04-29,367405.4,0,78.69,3.81,219.0236099,7.574,968244
3,2011-05-06,413042.12,0,69.45,3.906,219.1959827,7.574,1078769
3,2011-05-13,386312.68,0,79.87,3.899,219.3683556,7.574,1191539
3,2011-05-20,364603.13,0,75.79,3.907,219.127216,7.574,967211
3,2011-05-27,369350.6,0,84.41,3.786,218.8860765,7.574,1130379
3,2011-06-03,394507.84,0,84.29,3.699,218.6449369,7.574,1098848
3,2011-06-10,391638.75,0,84.84,3.648,218.4037974,7.574,1006203
3,2011-06-17,403423.34,0,86.96,3.637,218.3551748,7.574,1068632
3,2011-06-24,385520.71,0,84.94,3.594,218.45094,7.574,1050287
