ds,yhat,yhat_lower,yhat_upper,Store,yhat_change_pct,volatility,anomaly,risk_score,risk_level,low_sales_threshold,high_sales_threshold,action,reason
2010-04-30,1457891.9528596909,1332145.6900314535,1605735.2539255691,1,-1.4230046560647192,25215.937576290857,False,3.1526210056734247,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2010-05-07,1461887.6265085803,1330155.760444171,1591859.5448408658,1,0.27407200108704455,11177.084977786302,False,1.038637264183257,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2010-05-14,1483470.6146381448,1350747.0415029011,1622101.2138974424,1,1.4763780565754558,13760.200597410874,False,2.4039461837518292,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2010-05-21,1499095.7088871512,1365154.4965302206,1636700.5622977137,1,1.0532796601985694,18683.37202426194,False,2.2995891462107387,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2010-05-28,1497295.749046681,1358130.1234762254,1640464.5458556984,1,-0.12006970801126116,8549.05225869926,False,0.6910358824722779,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2010-06-04,1490465.7098180803,1351591.256265337,1624409.2259510916,1,-0.4561583262992164,4552.767935073451,False,0.761617747813123,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2010-06-11,1494804.3619406142,1353842.8076207468,1630850.4046785713,1,0.2910937228514543,3456.403424972423,False,0.5223215351977591,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2010-06-18,1505350.9721017089,1370580.0276392947,1637163.3550721072,1,0.7055512031957534,7655.345859626457,False,1.2140934635390925,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2010-06-25,1500167.620088416,1364469.997164309,1636083.319605512,1,-0.34432847285149615,5273.560813844538,False,0.695859911287271,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2010-07-02,1469213.1257290177,1325435.886697235,1601159.5316980735,1,-2.0634023788337674,19540.521144517603,False,3.3934014648970416,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2010-07-09,1430225.8974309063,1286551.0676970491,1559795.2648096883,1,-2.6536128499917933,35047.65626903601,False,5.104110798042629,LOW,1444213.0794674782,1733433.0147982037,Review Marketing,Forecasted weekly sales (1.43M) are below this store’s normal range (1.44M–1.73M). Consider promotions or cost management.
2010-07-16,1410447.0124045904,1273987.7845653046,1553237.9310108928,1,-1.3829203527809475,29901.684285093503,False,3.502935073086947,LOW,1444213.0794674782,1733433.0147982037,Review Marketing,Forecasted weekly sales (1.41M) are below this store’s normal range (1.44M–1.73M). Consider promotions or cost management.
2010-07-23,1417543.5912455511,1291345.1654982795,1549365.525477964,1,0.5031439521334669,10020.035049081354,False,1.2100029941384514,LOW,1444213.0794674782,1733433.0147982037,Review Marketing,Forecasted weekly sales (1.42M) are below this store’s normal range (1.44M–1.73M). Consider promotions or cost management.
2010-07-30,1436325.9395351077,1295252.6660173575,1564949.8826700528,1,1.3249926425933145,13371.966372118672,False,2.2559767600594895,LOW,1444213.0794674782,1733433.0147982037,Review Marketing,Forecasted weekly sales (1.44M) are below this store’s normal range (1.44M–1.73M). Consider promotions or cost management.
2010-08-06,1452393.9759306796,1317524.353607756,1597685.8482618118,1,1.1186901213225076,17442.800394340164,False,2.319659051475429,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2010-08-13,1468050.2925627418,1325927.458682039,1605453.6117123726,1,1.0779662330966167,15862.62178369076,False,2.1584892822082207,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2010-08-20,1488754.146834316,1345357.725957804,1624619.977266132,1,1.4102959807617887,18238.38379317738,False,2.635372923919895,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2010-08-27,1502435.1418363014,1364994.574805776,1640539.9697321856,1,0.91895596268039,17311.542707628025,False,2.0711882438336096,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2010-09-03,1487082.4689267513,1354335.573307872,1615741.8723605075,1,-1.0218526232543934,8422.87259726422,False,1.5882551445175972,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2010-09-10,1442568.4026577678,1302082.7914201557,1585986.7241303285,1,-2.993382492170049,31094.56844621341,False,5.148882944621747,LOW,1444213.0794674782,1733433.0147982037,Review Marketing,Forecasted weekly sales (1.44M) are below this store’s normal range (1.44M–1.73M). Consider promotions or cost management.
2010-09-17,1402911.3763790429,1265261.2341553515,1544358.053574886,1,-2.7490569047305735,42108.895833195835,False,5.750593319801936,LOW,1444213.0794674782,1733433.0147982037,Review Marketing,Forecasted weekly sales (1.40M) are below this store’s normal range (1.44M–1.73M). Consider promotions or cost management.
2010-09-24,1403717.6787288147,1274068.6442532763,1536433.8973058818,1,0.05747350569307308,22666.820856905342,False,1.6722441394455858,LOW,1444213.0794674782,1733433.0147982037,Review Marketing,Forecasted weekly sales (1.40M) are below this store’s normal range (1.44M–1.73M). Consider promotions or cost management.
2010-10-01,1438943.4409666893,1306321.7309580294,1572872.7384920924,1,2.5094620358257824,20574.312978269067,False,3.939282860781011,LOW,1444213.0794674782,1733433.0147982037,Review Marketing,Forecasted weekly sales (1.44M) are below this store’s normal range (1.44M–1.73M). Consider promotions or cost management.
2010-10-08,1463539.4463111137,1321578.4064299387,1600105.269271182,1,1.7093100843422082,30067.87233580212,False,3.7637728056299,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2010-10-15,1446680.094682044,1307622.527596444,1591955.819690972,1,-1.1519574461463344,12576.810850175743,False,2.0213141820555207,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2010-10-22,1413777.2067555173,1278167.3512883135,1547382.9088194852,1,-2.2743720638361387,25308.490857307414,False,4.064504960050243,LOW,1444213.0794674782,1733433.0147982037,Review Marketing,Forecasted weekly sales (1.41M) are below this store’s normal range (1.44M–1.73M). Consider promotions or cost management.
2010-10-29,1421701.0267113023,1288639.3349743304,1544969.9858152748,1,0.560471615889857,17172.365364561516,False,1.7683462000620904,LOW,1444213.0794674782,1733433.0147982037,Review Marketing,Forecasted weekly sales (1.42M) are below this store’s normal range (1.44M–1.73M). Consider promotions or cost management.
2010-11-05,1491592.7711918529,1351554.420372058,1620064.311934976,1,4.916064852413093,42823.09528313642,False,7.7870291068804,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2010-11-12,1581018.8513205345,1444037.681352494,1722567.820396758,1,5.99534148031744,79858.2588005498,True,11.04640451690608,LOW,1444213.0794674782,1733433.0147982037,Prepare Inventory,Sales predicted to increase by 6.0% compared to last week. Ensure sufficient stock.
2010-11-19,1634690.4309007048,1497220.360073164,1757635.0511728905,1,3.394746339383725,72289.46727793015,False,7.816957781466926,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2010-11-26,1655069.9471075286,1517932.3376884738,1787743.2686573034,1,1.2466896374743408,38252.511731711485,False,3.5579219692898767,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2010-12-03,1701506.425735341,1574213.8672626514,1837695.9246726937,1,2.8057109434538763,34244.338690057884,False,4.818300386086071,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2010-12-10,1808095.1087098497,1664085.9356220006,1959634.5801730824,1,6.264371462978424,78458.26275692329,True,10.60364888146038,LOW,1444213.0794674782,1733433.0147982037,Prepare Inventory,Sales predicted to increase by 6.3% compared to last week. Ensure sufficient stock.
2010-12-17,1914815.874770544,1783324.3899164817,2052103.083062391,1,5.9023867465049396,106654.73133318368,True,11.472359961081736,LOW,1444213.0794674782,1733433.0147982037,Prepare Inventory,Sales predicted to increase by 5.9% compared to last week. Ensure sufficient stock.
2010-12-24,1904810.7513663727,1768248.7796726,2034546.9664200149,1,-0.522510991056524,58939.71487513866,False,3.6167666714625484,LOW,1444213.0794674782,1733433.0147982037,Prepare Inventory,Forecasted weekly sales (1.90M) exceed this store’s normal range (1.44M–1.73M). Ensure stock and logistics are ready.
2010-12-31,1723909.6507283763,1581680.7256160234,1859211.289863307,1,-9.497064236341124,107448.04720143213,True,15.729876214395414,LOW,1444213.0794674782,1733433.0147982037,Investigate / Promote,Sales predicted to drop by 9.5% compared to last week. Consider marketing actions or promotions.
2011-01-07,1457192.6922166308,1313476.3546635164,1588881.713769419,1,-15.4716320776471,225175.8834950934,True,30.924350492846102,MEDIUM,1444213.0794674782,1733433.0147982037,Investigate / Promote,Sales predicted to drop by 15.5% compared to last week. Consider marketing actions or promotions.
2011-01-14,1272348.5600055018,1132788.430646614,1410929.8590325497,1,-12.684947790257617,227014.209476512,True,30.52708764189783,MEDIUM,1444213.0794674782,1733433.0147982037,Investigate / Promote,Sales predicted to drop by 12.7% compared to last week. Consider marketing actions or promotions.
2011-01-21,1278214.2208690492,1138703.101926267,1409808.3725749883,1,0.4610105318562985,105067.48021800883,False,8.680875285557299,LOW,1444213.0794674782,1733433.0147982037,Monitor Closely,Sales forecast shows high week-to-week volatility. Watch inventory and marketing closely.
2011-01-28,1436828.1529573929,1304456.7512657302,1574002.0293816556,1,12.409025771947913,93315.16661964546,True,18.903550982048845,LOW,1444213.0794674782,1733433.0147982037,Prepare Inventory,Sales predicted to increase by 12.4% compared to last week. Ensure sufficient stock.
2011-02-04,1610369.4421449504,1467135.7219900729,1744081.7460527013,1,12.078082464514717,166133.50531337177,True,22.394566431826483,LOW,1444213.0794674782,1733433.0147982037,Prepare Inventory,Sales predicted to increase by 12.1% compared to last week. Ensure sufficient stock.
2011-02-11,1686475.8376574758,1555200.3444869153,1834026.3013142864,1,4.726020844704726,127953.59117462605,False,12.31306053525578,LOW,1444213.0794674782,1733433.0147982037,Monitor Closely,Sales forecast shows high week-to-week volatility. Watch inventory and marketing closely.
2011-02-18,1657015.8905998068,1524917.3614579218,1798482.8553291052,1,-1.7468348137491874,38375.25911313206,False,4.062760649514164,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2011-02-25,1590190.7802847847,1453567.9944099528,1727265.2942501137,1,-4.032858748918377,49336.08571576007,False,7.135384956932522,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2011-03-04,1548873.5640643705,1416645.5725949763,1685292.3796100975,1,-2.5982552994688324,54570.246034072996,False,6.121476774750276,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2011-03-11,1544964.0388634566,1405203.923804426,1694205.4283371842,1,-0.2524108675891479,25059.445601383664,False,1.8744192102440678,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2011-03-18,1557590.3095564754,1422677.4529104298,1691718.2842956455,1,0.817253371302229,6463.857863583719,False,1.2322442597229657,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2011-03-25,1570276.9634735538,1440880.9708584647,1708337.3359536687,1,0.8145051904368206,12656.474308570809,False,1.6205078640399455,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2011-04-01,1580018.757339988,1442632.5899319442,1712517.8987015623,1,0.6203869822355879,11246.399463272228,False,1.3321759664503006,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2011-04-08,1582847.7884033287,1451657.4469167287,1719859.1701460057,1,0.17905047330599722,6594.588740118391,False,0.5956785779433087,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2011-04-15,1569754.5156462104,1437362.7162611787,1695708.2754669888,1,-0.827197210814945,6889.507309394618,False,1.2660879571529775,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2011-04-22,1541656.9017348115,1403372.0740008089,1679622.9811629828,1,-1.789936810586723,21045.976826717466,False,3.1550899002939485,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2011-04-29,1517432.5223816277,1390855.9930538477,1657339.5217255556,1,-1.5713210459424753,26184.87935730468,False,3.296925247189409,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2011-05-06,1516711.986990281,1391561.0527093655,1656251.8292726188,1,-0.047483850564633556,14198.523972046989,False,0.98362229305312,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2011-05-13,1536762.7426866184,1396969.25120422,1672568.15294182,1,1.321988345073044,11374.015651794505,False,2.0621166248561735,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2011-05-20,1554984.707181685,1422983.900200734,1693503.022230264,1,1.1857370034368708,19143.640827973955,False,2.41685141501656,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2011-05-27,1555965.940087143,1417066.1839947817,1693026.3964303597,1,0.0631024151508619,10814.847806582997,False,0.7581592623449144,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2011-06-03,1548539.311933972,1419029.5633137024,1688583.018780066,1,-0.4773001748839878,4034.450471440217,False,0.7378328226733157,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2011-06-10,1550475.400582013,1415172.963891606,1683036.2749376148,1,0.12502676768488818,3852.4725617778654,False,0.3734971762016396,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2011-06-17,1561355.756444201,1427331.6470766847,1689182.5163698993,1,0.7017432110244304,6908.8329070384625,False,1.1442325590492837,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2011-06-24,1560452.1168092357,1426783.2724999688,1706332.878810251,1,-0.057875319653177826,6037.84695284388,False,0.44480465172328854,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2011-07-01,1533543.122440592,1398927.8169836514,1675991.435411282,1,-1.7244357631214235,15803.233597062035,False,2.754940439893187,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2011-07-08,1493830.2774412362,1356951.9511407292,1633168.9395831795,1,-2.589613843799443,33515.353488239096,False,4.833198941408199,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2011-07-15,1469238.8822011647,1339222.671468533,1591637.2020514898,1,-1.6461974035091753,32447.090497623845,False,3.8546259232480957,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2011-07-22,1472219.1728258475,1337408.0599063812,1613558.334643019,1,0.2028458857703086,13420.498592066799,False,1.114428810363449,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2011-07-29,1490354.1990471785,1357669.7306523933,1632700.567317926,1,1.231815653271373,11428.166328296278,False,1.9986243981725917,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2011-08-05,1507202.625584831,1366192.2447590528,1631951.1277945272,1,1.1304981425505511,17495.669082103283,False,2.291302190069679,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2011-08-12,1522277.5194242443,1390345.3687009192,1652507.942115649,1,1.0001902586630473,15969.868946241395,False,2.0492676274388484,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2011-08-19,1542339.0855360606,1408159.1098810933,1682589.7535096165,1,1.3178652286347958,17627.10827595015,False,2.460746741607905,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2011-08-26,1558975.0695687018,1426307.9769160291,1699440.6667883145,1,1.0786204012238398,18375.402880833713,False,2.2573052461275727,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2011-09-02,1549851.425104383,1399752.080411126,1692270.1168850309,1,-0.5852335064500447,8330.987324791438,False,1.1227680849165158,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2011-09-09,1508844.6829253868,1386492.5879583838,1647170.8992553994,1,-2.645849886948637,26701.59001961584,False,4.415521101075601,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2011-09-16,1465077.6808629944,1332142.9484495884,1602282.8855153185,1,-2.900696311401374,42394.36103691198,False,5.794355916668165,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2011-09-23,1457561.8983890812,1320794.9885612605,1592163.6864704865,1,-0.5129954931458625,27694.648837882174,False,2.413062232574953,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2011-09-30,1489339.896596087,1357104.690373045,1623751.2083224508,1,2.1802160335095966,16608.1469391714,False,3.2953507973824787,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2011-10-07,1519336.666072439,1400211.824674264,1647756.8302332377,1,2.014098295822886,30891.663577181345,False,4.047331894866989,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2011-10-14,1509745.3859976963,1381860.5967624153,1649182.9584304623,1,-0.6312807614612836,15319.828274758445,False,1.6460100275245497,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2011-10-21,1475603.6960267248,1341455.321439932,1617048.6166037538,1,-2.2614203883398187,22986.301415427257,False,3.819176137889727,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2011-10-28,1472847.1329055312,1331877.5240838588,1611644.3654228968,1,-0.1868091770585778,20553.729246248215,False,1.582319192120442,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2011-11-04,1533213.3457150075,1405241.1844981408,1672602.00494525,1,4.098606804522209,34084.576244020376,False,6.32168791318065,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2011-11-11,1623926.822447521,1480121.9242680883,1759254.4795087427,1,5.916559295941259,76046.13413575843,True,10.599414033271394,LOW,1444213.0794674782,1733433.0147982037,Prepare Inventory,Sales predicted to increase by 5.9% compared to last week. Ensure sufficient stock.
2011-11-18,1686043.565452644,1559208.8473374078,1819970.654920934,1,3.8250949578813476,76859.72144922802,False,8.383679505997332,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2011-11-25,1708879.7669185307,1560905.905586177,1846876.2652794945,1,1.354425350198829,43963.97129705078,False,3.9271032031484876,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2011-12-02,1746115.8847395128,1605818.434057464,1874061.8810152365,1,2.1789782137877856,30322.445240749566,False,3.9155436677623996,LOW,1444213.0794674782,1733433.0147982037,Prepare Inventory,Forecasted weekly sales (1.75M) exceed this store’s normal range (1.44M–1.73M). Ensure stock and logistics are ready.
2011-12-09,1843419.899966086,1707966.6945712855,1987476.7557424903,1,5.572597791302325,69468.99458276553,True,9.34108236630575,LOW,1444213.0794674782,1733433.0147982037,Prepare Inventory,Sales predicted to increase by 5.6% compared to last week. Ensure sufficient stock.
2011-12-16,1958422.7765185635,1819924.1517210568,2091016.190686277,1,6.238561087172445,106276.32951527408,True,11.665189636917905,LOW,1444213.0794674782,1733433.0147982037,Prepare Inventory,Sales predicted to increase by 6.2% compared to last week. Ensure sufficient stock.
2011-12-23,1976669.5830177553,1843883.1572650531,2110533.3871108266,1,0.9317092671700111,72242.74542140105,False,4.5864802031961025,LOW,1444213.0794674782,1733433.0147982037,Prepare Inventory,Forecasted weekly sales (1.98M) exceed this store’s normal range (1.44M–1.73M). Ensure stock and logistics are ready.
2011-12-30,1824133.197800836,1689184.5120264154,1960454.2260043696,1,-7.7168377824706536,83300.64597052721,True,12.283425686849235,LOW,1444213.0794674782,1733433.0147982037,Investigate / Promote,Sales predicted to drop by 7.7% compared to last week. Consider marketing actions or promotions.
2012-01-06,1561109.8245292082,1417606.6349195598,1697184.7825570651,1,-14.41908812299053,210213.60429227163,True,27.884739353240576,LOW,1444213.0794674782,1733433.0147982037,Investigate / Promote,Sales predicted to drop by 14.4% compared to last week. Consider marketing actions or promotions.
2012-01-13,1350132.8706226763,1217793.9256477186,1485598.01422995,1,-13.514549110608364,237475.9216327229,True,31.10362695619847,MEDIUM,1444213.0794674782,1733433.0147982037,Investigate / Promote,Sales predicted to drop by 13.5% compared to last week. Consider marketing actions or promotions.
2012-01-20,1320327.2919008457,1179637.2168087468,1442702.542697166,1,-2.2076033678140483,131260.47616701707,False,12.149113853297106,LOW,1444213.0794674782,1733433.0147982037,Monitor Closely,Sales forecast shows high week-to-week volatility. Watch inventory and marketing closely.
2012-01-27,1460425.8844772445,1321142.653468224,1591866.8323515614,1,10.610898785156664,73802.14209849322,True,15.664365919841865,LOW,1444213.0794674782,1733433.0147982037,Prepare Inventory,Sales predicted to increase by 10.6% compared to last week. Ensure sufficient stock.
2012-02-03,1641883.2311590556,1505292.9031515406,1772208.2411723218,1,12.424961006957446,161220.6595419879,True,22.244213465500266,LOW,1444213.0794674782,1733433.0147982037,Prepare Inventory,Sales predicted to increase by 12.4% compared to last week. Ensure sufficient stock.
2012-02-10,1739210.0602548448,1600399.70333619,1872193.058866589,1,5.927755838463811,141491.9885780578,True,14.0631727045165,LOW,1444213.0794674782,1733433.0147982037,Prepare Inventory,Sales predicted to increase by 5.9% compared to last week. Ensure sufficient stock.
2012-02-17,1724767.4466132422,1588794.1439008825,1862777.0562706443,1,-0.8304122642601608,52521.25589082332,False,3.8755332742812043,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
2012-02-24,1658856.5239538157,1523651.2624966968,1805058.4011684945,1,-3.8214382344036735,42835.98489334388,False,6.403698018465413,LOW,1444213.0794674782,1733433.0147982037,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.44M–1.73M).
